Date,Tweet_ID,Username,Content,URL
2025-04-10,2472535467538,@youthvoice,The infrastructure spending plan looks solid this year.,https://twitter.com/youthvoice/status/2472535467538
2025-02-06,9317208954650,@aamjanta,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/aamjanta/status/9317208954650
2025-02-11,3439524079812,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/3439524079812
2025-02-27,2429166118029,@bharatfirst,"This is a budget for the rich, not the middle class.",https://twitter.com/bharatfirst/status/2429166118029
2025-02-02,8044849088303,@indiapolitics,"Too much focus on startups, not enough for agriculture.",https://twitter.com/indiapolitics/status/8044849088303
2025-04-08,6578326104926,@middleclasswarrior,The infrastructure spending plan looks solid this year.,https://twitter.com/middleclasswarrior/status/6578326104926
2025-02-25,1022800766060,@youthvoice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/youthvoice/status/1022800766060
2025-03-21,4571197307691,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/4571197307691
2025-02-20,5215999473503,@youthvoice,Where is the support for the salaried class?,https://twitter.com/youthvoice/status/5215999473503
2025-03-05,7319899766475,@commonman123,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/commonman123/status/7319899766475
2025-02-19,5586080126757,@startupbuddy,Where is the support for the salaried class?,https://twitter.com/startupbuddy/status/5586080126757
2025-03-12,8534751630047,@budgetwatch,Loved the emphasis on clean energy and sustainability!,https://twitter.com/budgetwatch/status/8534751630047
2025-03-22,2938699000920,@indiapolitics,"This is a budget for the rich, not the middle class.",https://twitter.com/indiapolitics/status/2938699000920
2025-02-03,8600620341050,@youthvoice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/youthvoice/status/8600620341050
2025-04-02,9526933803344,@eco_voice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/eco_voice/status/9526933803344
2025-04-05,2833975023996,@eco_voice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/eco_voice/status/2833975023996
2025-03-06,4206032601016,@youthvoice,"This is a budget for the rich, not the middle class.",https://twitter.com/youthvoice/status/4206032601016
2025-03-30,3056283709203,@commonman123,Loved the emphasis on clean energy and sustainability!,https://twitter.com/commonman123/status/3056283709203
2025-03-04,3444366088647,@budgetwatch,Where is the support for the salaried class?,https://twitter.com/budgetwatch/status/3444366088647
2025-03-04,4940987312446,@middleclasswarrior,"Too much focus on startups, not enough for agriculture.",https://twitter.com/middleclasswarrior/status/4940987312446
2025-02-17,4734566461332,@startupbuddy,Great step towards digital India. #Budget2025,https://twitter.com/startupbuddy/status/4734566461332
2025-03-01,6662662967576,@eco_voice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/eco_voice/status/6662662967576
2025-03-19,4312416081986,@eco_voice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/eco_voice/status/4312416081986
2025-02-14,3443285524107,@budgetwatch,"Too much focus on startups, not enough for agriculture.",https://twitter.com/budgetwatch/status/3443285524107
2025-03-13,3379589114386,@budgetwatch,"This is a budget for the rich, not the middle class.",https://twitter.com/budgetwatch/status/3379589114386
2025-03-17,3971339931101,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/3971339931101
2025-03-17,3779712169876,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/3779712169876
2025-02-07,3387612769608,@startupbuddy,"Too much focus on startups, not enough for agriculture.",https://twitter.com/startupbuddy/status/3387612769608
2025-03-04,7168161655631,@eco_voice,Great step towards digital India. #Budget2025,https://twitter.com/eco_voice/status/7168161655631
2025-03-12,6259612533210,@aamjanta,More allocation to healthcare is a welcome move.,https://twitter.com/aamjanta/status/6259612533210
2025-02-14,6639821888650,@startupbuddy,Loved the emphasis on clean energy and sustainability!,https://twitter.com/startupbuddy/status/6639821888650
2025-04-08,2054378575036,@eco_voice,"This is a budget for the rich, not the middle class.",https://twitter.com/eco_voice/status/2054378575036
2025-03-20,5034357082839,@middleclasswarrior,Disappointed with no tax relief in this year’s budget.,https://twitter.com/middleclasswarrior/status/5034357082839
2025-03-08,7965579672377,@startupbuddy,"Too much focus on startups, not enough for agriculture.",https://twitter.com/startupbuddy/status/7965579672377
2025-02-01,2026264026747,@bharatfirst,Where is the support for the salaried class?,https://twitter.com/bharatfirst/status/2026264026747
2025-02-17,6163856369135,@budgetwatch,"This is a budget for the rich, not the middle class.",https://twitter.com/budgetwatch/status/6163856369135
2025-03-05,5917774432863,@bharatfirst,The infrastructure spending plan looks solid this year.,https://twitter.com/bharatfirst/status/5917774432863
2025-02-02,1386734165136,@middleclasswarrior,Loved the emphasis on clean energy and sustainability!,https://twitter.com/middleclasswarrior/status/1386734165136
2025-03-10,2574117983246,@youthvoice,More allocation to healthcare is a welcome move.,https://twitter.com/youthvoice/status/2574117983246
2025-02-07,2769339711304,@aamjanta,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/aamjanta/status/2769339711304
2025-03-15,6855601484421,@eco_voice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/eco_voice/status/6855601484421
2025-04-06,3420629279224,@middleclasswarrior,Where is the support for the salaried class?,https://twitter.com/middleclasswarrior/status/3420629279224
2025-03-04,7579936565711,@indiapolitics,More allocation to healthcare is a welcome move.,https://twitter.com/indiapolitics/status/7579936565711
2025-03-31,4394759466279,@commonman123,More allocation to healthcare is a welcome move.,https://twitter.com/commonman123/status/4394759466279
2025-03-02,2285741373655,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/2285741373655
2025-03-31,8857326533874,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/8857326533874
2025-03-13,3562673638004,@startupbuddy,The infrastructure spending plan looks solid this year.,https://twitter.com/startupbuddy/status/3562673638004
2025-02-18,2822752332230,@youthvoice,"This is a budget for the rich, not the middle class.",https://twitter.com/youthvoice/status/2822752332230
2025-03-12,6949721405859,@budgetwatch,The infrastructure spending plan looks solid this year.,https://twitter.com/budgetwatch/status/6949721405859
2025-03-29,5472048318437,@bharatfirst,The infrastructure spending plan looks solid this year.,https://twitter.com/bharatfirst/status/5472048318437
2025-02-06,6188353953740,@indiapolitics,More allocation to healthcare is a welcome move.,https://twitter.com/indiapolitics/status/6188353953740
2025-02-09,3532113291887,@middleclasswarrior,Disappointed with no tax relief in this year’s budget.,https://twitter.com/middleclasswarrior/status/3532113291887
2025-03-18,4612641100432,@taxbuster,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/taxbuster/status/4612641100432
2025-04-11,6952137959643,@taxbuster,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/taxbuster/status/6952137959643
2025-04-04,5912656457630,@startupbuddy,Loved the emphasis on clean energy and sustainability!,https://twitter.com/startupbuddy/status/5912656457630
2025-02-06,9225419788071,@eco_voice,The infrastructure spending plan looks solid this year.,https://twitter.com/eco_voice/status/9225419788071
2025-03-06,8219104764642,@middleclasswarrior,Loved the emphasis on clean energy and sustainability!,https://twitter.com/middleclasswarrior/status/8219104764642
2025-02-05,1412264215019,@eco_voice,Where is the support for the salaried class?,https://twitter.com/eco_voice/status/1412264215019
2025-02-03,9790065589222,@budgetwatch,Great step towards digital India. #Budget2025,https://twitter.com/budgetwatch/status/9790065589222
2025-03-11,2679075391083,@eco_voice,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/eco_voice/status/2679075391083
2025-02-01,3582472502036,@startupbuddy,Great step towards digital India. #Budget2025,https://twitter.com/startupbuddy/status/3582472502036
2025-02-06,6903486412334,@indiapolitics,The infrastructure spending plan looks solid this year.,https://twitter.com/indiapolitics/status/6903486412334
2025-02-27,3037044321499,@commonman123,Great step towards digital India. #Budget2025,https://twitter.com/commonman123/status/3037044321499
2025-02-13,3430511186861,@aamjanta,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/aamjanta/status/3430511186861
2025-02-16,8825855650837,@bharatfirst,"Too much focus on startups, not enough for agriculture.",https://twitter.com/bharatfirst/status/8825855650837
2025-03-10,9131191634459,@eco_voice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/eco_voice/status/9131191634459
2025-02-24,1798322543334,@startupbuddy,Loved the emphasis on clean energy and sustainability!,https://twitter.com/startupbuddy/status/1798322543334
2025-03-25,1130392381148,@commonman123,More allocation to healthcare is a welcome move.,https://twitter.com/commonman123/status/1130392381148
2025-03-09,7470613584668,@aamjanta,"This is a budget for the rich, not the middle class.",https://twitter.com/aamjanta/status/7470613584668
2025-02-15,4195865373794,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/4195865373794
2025-03-29,3454455761390,@startupbuddy,Great step towards digital India. #Budget2025,https://twitter.com/startupbuddy/status/3454455761390
2025-02-17,3978965509086,@aamjanta,Loved the emphasis on clean energy and sustainability!,https://twitter.com/aamjanta/status/3978965509086
2025-02-01,5106727890104,@aamjanta,The infrastructure spending plan looks solid this year.,https://twitter.com/aamjanta/status/5106727890104
2025-03-17,2134599167177,@taxbuster,Great step towards digital India. #Budget2025,https://twitter.com/taxbuster/status/2134599167177
2025-03-20,6603731695616,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/6603731695616
2025-03-13,3174854700528,@commonman123,More allocation to healthcare is a welcome move.,https://twitter.com/commonman123/status/3174854700528
2025-03-30,4202607231619,@youthvoice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/youthvoice/status/4202607231619
2025-04-04,6163409334603,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/6163409334603
2025-02-21,2246839684041,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/2246839684041
2025-03-29,9624986040949,@youthvoice,Great step towards digital India. #Budget2025,https://twitter.com/youthvoice/status/9624986040949
2025-02-19,1771713806836,@aamjanta,More allocation to healthcare is a welcome move.,https://twitter.com/aamjanta/status/1771713806836
2025-04-05,3638852031353,@bharatfirst,"Too much focus on startups, not enough for agriculture.",https://twitter.com/bharatfirst/status/3638852031353
2025-02-02,1930582257562,@startupbuddy,Where is the support for the salaried class?,https://twitter.com/startupbuddy/status/1930582257562
2025-04-04,9871941510021,@budgetwatch,Loved the emphasis on clean energy and sustainability!,https://twitter.com/budgetwatch/status/9871941510021
2025-02-01,1987140887254,@budgetwatch,More allocation to healthcare is a welcome move.,https://twitter.com/budgetwatch/status/1987140887254
2025-02-24,8907174502527,@eco_voice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/eco_voice/status/8907174502527
2025-03-17,1475274204811,@commonman123,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/commonman123/status/1475274204811
2025-03-24,9890953388741,@budgetwatch,Where is the support for the salaried class?,https://twitter.com/budgetwatch/status/9890953388741
2025-02-06,5687121733007,@commonman123,Great step towards digital India. #Budget2025,https://twitter.com/commonman123/status/5687121733007
2025-03-21,9428371014196,@taxbuster,More allocation to healthcare is a welcome move.,https://twitter.com/taxbuster/status/9428371014196
2025-04-08,9853611095683,@budgetwatch,The infrastructure spending plan looks solid this year.,https://twitter.com/budgetwatch/status/9853611095683
2025-03-11,4415825694844,@youthvoice,Where is the support for the salaried class?,https://twitter.com/youthvoice/status/4415825694844
2025-02-05,2759482620600,@bharatfirst,"Too much focus on startups, not enough for agriculture.",https://twitter.com/bharatfirst/status/2759482620600
2025-03-27,7869071129351,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/7869071129351
2025-02-26,2287566685363,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/2287566685363
2025-02-02,4446994563450,@youthvoice,More allocation to healthcare is a welcome move.,https://twitter.com/youthvoice/status/4446994563450
2025-03-26,2702949991573,@eco_voice,More allocation to healthcare is a welcome move.,https://twitter.com/eco_voice/status/2702949991573
2025-02-01,5049637467449,@budgetwatch,Disappointed with no tax relief in this year’s budget.,https://twitter.com/budgetwatch/status/5049637467449
2025-03-27,7362100859547,@aamjanta,"This is a budget for the rich, not the middle class.",https://twitter.com/aamjanta/status/7362100859547
2025-03-08,2764076648939,@indiapolitics,"This is a budget for the rich, not the middle class.",https://twitter.com/indiapolitics/status/2764076648939
2025-03-11,1100070723488,@youthvoice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/youthvoice/status/1100070723488
2025-02-11,3844799156219,@budgetwatch,Disappointed with no tax relief in this year’s budget.,https://twitter.com/budgetwatch/status/3844799156219
2025-03-01,8645212540281,@bharatfirst,Where is the support for the salaried class?,https://twitter.com/bharatfirst/status/8645212540281
2025-02-14,7022195589769,@bharatfirst,Disappointed with no tax relief in this year’s budget.,https://twitter.com/bharatfirst/status/7022195589769
2025-02-03,3866064939104,@startupbuddy,Where is the support for the salaried class?,https://twitter.com/startupbuddy/status/3866064939104
2025-03-29,3403112292701,@eco_voice,"This is a budget for the rich, not the middle class.",https://twitter.com/eco_voice/status/3403112292701
2025-03-13,3689039634451,@youthvoice,Where is the support for the salaried class?,https://twitter.com/youthvoice/status/3689039634451
2025-03-20,4052727538641,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/4052727538641
2025-02-22,3590638418213,@startupbuddy,Disappointed with no tax relief in this year’s budget.,https://twitter.com/startupbuddy/status/3590638418213
2025-03-09,3887528573804,@budgetwatch,More allocation to healthcare is a welcome move.,https://twitter.com/budgetwatch/status/3887528573804
2025-02-26,7421644643354,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/7421644643354
2025-02-05,3835108765186,@startupbuddy,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/startupbuddy/status/3835108765186
2025-03-06,1592309013283,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/1592309013283
2025-02-18,3956776351815,@commonman123,"Too much focus on startups, not enough for agriculture.",https://twitter.com/commonman123/status/3956776351815
2025-02-06,5298898288984,@youthvoice,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/youthvoice/status/5298898288984
2025-02-19,2529329622701,@budgetwatch,Great step towards digital India. #Budget2025,https://twitter.com/budgetwatch/status/2529329622701
2025-02-27,9308491970940,@youthvoice,More allocation to healthcare is a welcome move.,https://twitter.com/youthvoice/status/9308491970940
2025-03-10,3044210624684,@aamjanta,The infrastructure spending plan looks solid this year.,https://twitter.com/aamjanta/status/3044210624684
2025-03-17,9383353121518,@budgetwatch,More allocation to healthcare is a welcome move.,https://twitter.com/budgetwatch/status/9383353121518
2025-03-04,3463860097878,@commonman123,Where is the support for the salaried class?,https://twitter.com/commonman123/status/3463860097878
2025-03-18,1624742366499,@indiapolitics,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/indiapolitics/status/1624742366499
2025-03-01,5112670119078,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/5112670119078
2025-03-07,3966657494541,@budgetwatch,Disappointed with no tax relief in this year’s budget.,https://twitter.com/budgetwatch/status/3966657494541
2025-02-17,1160706756700,@bharatfirst,"This is a budget for the rich, not the middle class.",https://twitter.com/bharatfirst/status/1160706756700
2025-03-21,7121095742492,@eco_voice,Where is the support for the salaried class?,https://twitter.com/eco_voice/status/7121095742492
2025-03-12,6844846397492,@bharatfirst,More allocation to healthcare is a welcome move.,https://twitter.com/bharatfirst/status/6844846397492
2025-02-14,4662900700233,@budgetwatch,Disappointed with no tax relief in this year’s budget.,https://twitter.com/budgetwatch/status/4662900700233
2025-03-08,2630184772605,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/2630184772605
2025-02-03,7950507550202,@taxbuster,"Too much focus on startups, not enough for agriculture.",https://twitter.com/taxbuster/status/7950507550202
2025-03-04,6277676894327,@taxbuster,Loved the emphasis on clean energy and sustainability!,https://twitter.com/taxbuster/status/6277676894327
2025-03-10,8899496046149,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/8899496046149
2025-04-01,7513572671097,@bharatfirst,Great step towards digital India. #Budget2025,https://twitter.com/bharatfirst/status/7513572671097
2025-03-10,4598685078529,@aamjanta,"Too much focus on startups, not enough for agriculture.",https://twitter.com/aamjanta/status/4598685078529
2025-03-12,6426462819471,@indiapolitics,"This is a budget for the rich, not the middle class.",https://twitter.com/indiapolitics/status/6426462819471
2025-03-08,3090835047089,@eco_voice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/eco_voice/status/3090835047089
2025-02-26,1491010298865,@aamjanta,More allocation to healthcare is a welcome move.,https://twitter.com/aamjanta/status/1491010298865
2025-02-04,5546860855581,@middleclasswarrior,Loved the emphasis on clean energy and sustainability!,https://twitter.com/middleclasswarrior/status/5546860855581
2025-04-05,2849969473164,@eco_voice,Where is the support for the salaried class?,https://twitter.com/eco_voice/status/2849969473164
2025-02-26,3949366883520,@taxbuster,Disappointed with no tax relief in this year’s budget.,https://twitter.com/taxbuster/status/3949366883520
2025-02-03,8177091432901,@bharatfirst,Disappointed with no tax relief in this year’s budget.,https://twitter.com/bharatfirst/status/8177091432901
2025-02-11,9933666418894,@aamjanta,"This is a budget for the rich, not the middle class.",https://twitter.com/aamjanta/status/9933666418894
2025-02-27,7279750492166,@taxbuster,Disappointed with no tax relief in this year’s budget.,https://twitter.com/taxbuster/status/7279750492166
2025-03-10,1915260950110,@budgetwatch,The infrastructure spending plan looks solid this year.,https://twitter.com/budgetwatch/status/1915260950110
2025-02-07,8778165713536,@startupbuddy,Great step towards digital India. #Budget2025,https://twitter.com/startupbuddy/status/8778165713536
2025-02-15,5878260817262,@budgetwatch,Great step towards digital India. #Budget2025,https://twitter.com/budgetwatch/status/5878260817262
2025-03-10,2772664334571,@commonman123,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/commonman123/status/2772664334571
2025-03-24,7050405319135,@budgetwatch,Where is the support for the salaried class?,https://twitter.com/budgetwatch/status/7050405319135
2025-02-14,8158902036645,@aamjanta,Disappointed with no tax relief in this year’s budget.,https://twitter.com/aamjanta/status/8158902036645
2025-03-17,8243282830972,@middleclasswarrior,Where is the support for the salaried class?,https://twitter.com/middleclasswarrior/status/8243282830972
2025-03-26,5997548495140,@bharatfirst,Where is the support for the salaried class?,https://twitter.com/bharatfirst/status/5997548495140
2025-03-11,2162200932469,@taxbuster,Disappointed with no tax relief in this year’s budget.,https://twitter.com/taxbuster/status/2162200932469
2025-03-07,2117225130716,@commonman123,"Too much focus on startups, not enough for agriculture.",https://twitter.com/commonman123/status/2117225130716
2025-02-28,3410713220379,@taxbuster,"This is a budget for the rich, not the middle class.",https://twitter.com/taxbuster/status/3410713220379
2025-02-17,2910333137195,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/2910333137195
2025-03-03,5049024175917,@eco_voice,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/eco_voice/status/5049024175917
2025-02-06,2894546134395,@indiapolitics,"Too much focus on startups, not enough for agriculture.",https://twitter.com/indiapolitics/status/2894546134395
2025-03-18,6709237991991,@middleclasswarrior,"Too much focus on startups, not enough for agriculture.",https://twitter.com/middleclasswarrior/status/6709237991991
2025-02-10,3985338050665,@startupbuddy,More allocation to healthcare is a welcome move.,https://twitter.com/startupbuddy/status/3985338050665
2025-04-01,3999270697340,@indiapolitics,Great step towards digital India. #Budget2025,https://twitter.com/indiapolitics/status/3999270697340
2025-03-09,4531354610061,@bharatfirst,Loved the emphasis on clean energy and sustainability!,https://twitter.com/bharatfirst/status/4531354610061
2025-02-08,2854158771666,@startupbuddy,"This is a budget for the rich, not the middle class.",https://twitter.com/startupbuddy/status/2854158771666
2025-03-10,3141137037155,@youthvoice,Loved the emphasis on clean energy and sustainability!,https://twitter.com/youthvoice/status/3141137037155
2025-03-28,7030943571230,@commonman123,The infrastructure spending plan looks solid this year.,https://twitter.com/commonman123/status/7030943571230
2025-04-04,4646160201745,@indiapolitics,"Too much focus on startups, not enough for agriculture.",https://twitter.com/indiapolitics/status/4646160201745
2025-03-07,7328053748766,@commonman123,Loved the emphasis on clean energy and sustainability!,https://twitter.com/commonman123/status/7328053748766
2025-03-16,7268686564385,@commonman123,Where is the support for the salaried class?,https://twitter.com/commonman123/status/7268686564385
2025-03-14,5930060440671,@budgetwatch,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/budgetwatch/status/5930060440671
2025-04-05,3048877592459,@aamjanta,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/aamjanta/status/3048877592459
2025-04-05,9002756251208,@startupbuddy,"Too much focus on startups, not enough for agriculture.",https://twitter.com/startupbuddy/status/9002756251208
2025-02-15,3645041157736,@startupbuddy,More allocation to healthcare is a welcome move.,https://twitter.com/startupbuddy/status/3645041157736
2025-03-05,6842016074179,@aamjanta,Loved the emphasis on clean energy and sustainability!,https://twitter.com/aamjanta/status/6842016074179
2025-02-05,9486397424799,@eco_voice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/eco_voice/status/9486397424799
2025-03-16,8170529169057,@bharatfirst,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/bharatfirst/status/8170529169057
2025-02-05,4139936106783,@commonman123,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/commonman123/status/4139936106783
2025-03-11,1360315761321,@bharatfirst,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/bharatfirst/status/1360315761321
2025-02-12,1965064236179,@bharatfirst,Loved the emphasis on clean energy and sustainability!,https://twitter.com/bharatfirst/status/1965064236179
2025-02-06,2068345145945,@middleclasswarrior,The infrastructure spending plan looks solid this year.,https://twitter.com/middleclasswarrior/status/2068345145945
2025-04-08,2845432947288,@aamjanta,Great step towards digital India. #Budget2025,https://twitter.com/aamjanta/status/2845432947288
2025-03-13,2302485045479,@taxbuster,The infrastructure spending plan looks solid this year.,https://twitter.com/taxbuster/status/2302485045479
2025-02-10,5954457698701,@indiapolitics,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/indiapolitics/status/5954457698701
2025-03-16,1154176128363,@budgetwatch,More allocation to healthcare is a welcome move.,https://twitter.com/budgetwatch/status/1154176128363
2025-02-12,5036518326956,@taxbuster,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/taxbuster/status/5036518326956
2025-03-08,1836249750376,@taxbuster,Disappointed with no tax relief in this year’s budget.,https://twitter.com/taxbuster/status/1836249750376
2025-02-22,2427370415588,@aamjanta,Loved the emphasis on clean energy and sustainability!,https://twitter.com/aamjanta/status/2427370415588
2025-03-28,9897449590989,@taxbuster,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/taxbuster/status/9897449590989
2025-03-10,6978550577354,@bharatfirst,"This is a budget for the rich, not the middle class.",https://twitter.com/bharatfirst/status/6978550577354
2025-02-28,3581063650719,@bharatfirst,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/bharatfirst/status/3581063650719
2025-03-24,2430961309204,@indiapolitics,Where is the support for the salaried class?,https://twitter.com/indiapolitics/status/2430961309204
2025-02-27,2934963287154,@commonman123,"Too much focus on startups, not enough for agriculture.",https://twitter.com/commonman123/status/2934963287154
2025-02-23,2524961823743,@middleclasswarrior,Where is the support for the salaried class?,https://twitter.com/middleclasswarrior/status/2524961823743
2025-02-28,4738588677617,@commonman123,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/commonman123/status/4738588677617
2025-03-03,6378004715146,@middleclasswarrior,"This is a budget for the rich, not the middle class.",https://twitter.com/middleclasswarrior/status/6378004715146
2025-03-02,2203455149845,@middleclasswarrior,The infrastructure spending plan looks solid this year.,https://twitter.com/middleclasswarrior/status/2203455149845
2025-02-05,9026577543254,@eco_voice,Great step towards digital India. #Budget2025,https://twitter.com/eco_voice/status/9026577543254
2025-03-25,8658575487207,@eco_voice,More allocation to healthcare is a welcome move.,https://twitter.com/eco_voice/status/8658575487207
2025-04-08,6476090011856,@aamjanta,Loved the emphasis on clean energy and sustainability!,https://twitter.com/aamjanta/status/6476090011856
2025-02-01,5495004128256,@budgetwatch,More allocation to healthcare is a welcome move.,https://twitter.com/budgetwatch/status/5495004128256
2025-03-19,7626720077027,@middleclasswarrior,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/middleclasswarrior/status/7626720077027
2025-02-09,9393693939263,@startupbuddy,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/startupbuddy/status/9393693939263
2025-02-13,1649626170910,@commonman123,Disappointed with no tax relief in this year’s budget.,https://twitter.com/commonman123/status/1649626170910
2025-03-30,6294649749449,@taxbuster,"Too much focus on startups, not enough for agriculture.",https://twitter.com/taxbuster/status/6294649749449
2025-04-09,3204524546540,@youthvoice,"This is a budget for the rich, not the middle class.",https://twitter.com/youthvoice/status/3204524546540
2025-03-05,7797594829392,@budgetwatch,Disappointed with no tax relief in this year’s budget.,https://twitter.com/budgetwatch/status/7797594829392
2025-02-04,6180261666162,@aamjanta,Disappointed with no tax relief in this year’s budget.,https://twitter.com/aamjanta/status/6180261666162
2025-02-08,4727633921868,@youthvoice,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/youthvoice/status/4727633921868
2025-02-22,9668825119872,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/9668825119872
2025-02-03,9093204094948,@bharatfirst,MSME sector got a boost. Hope it helps local businesses.,https://twitter.com/bharatfirst/status/9093204094948
2025-02-06,1150350779764,@commonman123,"Too much focus on startups, not enough for agriculture.",https://twitter.com/commonman123/status/1150350779764
2025-03-13,1335251551309,@eco_voice,More allocation to healthcare is a welcome move.,https://twitter.com/eco_voice/status/1335251551309
2025-02-16,2646740293567,@bharatfirst,"Too much focus on startups, not enough for agriculture.",https://twitter.com/bharatfirst/status/2646740293567
2025-03-03,7363410198026,@indiapolitics,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/indiapolitics/status/7363410198026
2025-02-15,1977015033074,@eco_voice,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/eco_voice/status/1977015033074
2025-04-10,7011684147287,@youthvoice,"Too much focus on startups, not enough for agriculture.",https://twitter.com/youthvoice/status/7011684147287
2025-03-05,5053738389718,@aamjanta,Budget 2025 finally addresses the education sector. Much needed!,https://twitter.com/aamjanta/status/5053738389718
2025-04-02,9301780313832,@commonman123,Where is the support for the salaried class?,https://twitter.com/commonman123/status/9301780313832
2025-02-12,7119637632392,@middleclasswarrior,Loved the emphasis on clean energy and sustainability!,https://twitter.com/middleclasswarrior/status/7119637632392
2025-04-08,3851490202114,@youthvoice,The infrastructure spending plan looks solid this year.,https://twitter.com/youthvoice/status/3851490202114
2025-02-27,9745955071514,@startupbuddy,More allocation to healthcare is a welcome move.,https://twitter.com/startupbuddy/status/9745955071514
2025-03-03,1214621874673,@budgetwatch,"This is a budget for the rich, not the middle class.",https://twitter.com/budgetwatch/status/1214621874673
2025-03-05,8487204819600,@bharatfirst,More allocation to healthcare is a welcome move.,https://twitter.com/bharatfirst/status/8487204819600
2025-03-13,2359368915385,@aamjanta,Disappointed with no tax relief in this year’s budget.,https://twitter.com/aamjanta/status/2359368915385
2025-02-02,5557546774157,@middleclasswarrior,Disappointed with no tax relief in this year’s budget.,https://twitter.com/middleclasswarrior/status/5557546774157
2025-04-11,5396546419724,@startupbuddy,Great step towards digital India. #Budget2025,https://twitter.com/startupbuddy/status/5396546419724
2025-03-12,7178546057038,@youthvoice,Disappointed with no tax relief in this year’s budget.,https://twitter.com/youthvoice/status/7178546057038
2025-03-31,5632076417985,@indiapolitics,"Too much focus on startups, not enough for agriculture.",https://twitter.com/indiapolitics/status/5632076417985
